ID,Gender,Age,Education,Profession,Kids,Consumption,Main Arg,Args,Explanation,Other Arg
P82,Male,25-34,University Degree,Professional,0,5-6 times per week,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.",I am worried about the environment and sustainable practices. Meat is a huge contributor to global warming and environmental pollution. I also worry a lot about my health and know that eating meat has many associated health problems. I worry about the impact I have on the world as a meat eater.,NAN
P83,Male,18-25,University Degree,Student,0,5-6 times per week,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.","I understand that the resources that go into the farming of animals for slaughter is unsustainable, especially in the aspects of water, land and medication. Also the systematic slaughter and abuse of animals on that scale is abhorrent. My main concern is the amount of antibiotics used of animals meant for slaughter causing the ineffectiveness of antibiotics in people and antibiotic resistant ""super-bugs"". ",NAN
P84,Male,25-34,University Degree,Professional,0,Once a day,Taste,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.;A89 There are sauces, spices and herbs that enhance the flavour of food. It likely tastes good because of everything else that is in it.","I enjoy the taste of meat and the protein benefits, but I am aware of meat substitutes and spices/flavors that may be used to enhance non meat substitutes. Also the ecological impact of raising animals for meat, however if raised in a properly sustained way I am ok with this.",NAN
P85,Male,35-44,High School,Manual Worker,0,3-4 times per week,Taste,"A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A159 Your reduction of meat will leave you feeling better physically and mentally. There is less risk of health complications, including food poisoning and an increased benefit of adding plant based foods to your diet to make it healthier and more varied.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.",based on health and environmental issues,NAN
P86,Female,25-34,University Degree,Other,2,Several times per day,Taste,"A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A168 Try a vegetarian alternative for family meal-times, replacing meat with a vegetarian option. For example; shepherd's pie or spaghetti bolognese can easily be made with vegetarian mince, making a tasty meat free alternative.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.;A89 There are sauces, spices and herbs that enhance the flavour of food. It likely tastes good because of everything else that is in it.",I didn't choose many health related one as I feel the meat I eat won't have a massive impact on my body as I need protein in my diet. I do agree on helping the environment as giving up a day or two or subsidising a few meals for meat substitutes. ,NAN
P87,Female,25-34,University Degree,Non working,1,5-6 times per week,Variety,"A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A168 Try a vegetarian alternative for family meal-times, replacing meat with a vegetarian option. For example; shepherd's pie or spaghetti bolognese can easily be made with vegetarian mince, making a tasty meat free alternative.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A113 Trying out vegetarian dishes will force you to look up more recipes, experiment with different foods and may result in even more variety and diversity than you had with meat.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.",The health based arguments are based on scientific fact and robust research studies. Using alternatives to meat and experimenting with meals interests me. ,NAN
P88,Female,55+,University Degree,Student,3+,3-4 times per week,Variety,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A159 Your reduction of meat will leave you feeling better physically and mentally. There is less risk of health complications, including food poisoning and an increased benefit of adding plant based foods to your diet to make it healthier and more varied.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.",I was a vegetarian for many years and then I gave it up because I was cooking too many different meals for different family member and I was too busy to do this. I fully appreciate the health and environmental benefits of being vegetarian.,NAN
P89,Female,25-34,University Degree,Manual Worker,1,5-6 times per week,Variety,"A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A168 Try a vegetarian alternative for family meal-times, replacing meat with a vegetarian option. For example; shepherd's pie or spaghetti bolognese can easily be made with vegetarian mince, making a tasty meat free alternative.;A112 You can add variety (probably even more variety) with vegetarian options: trying out different recipes, trying out different meat substitutes (e.g. Quorn) or by just replacing meat with something else.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.",Because they are something I can identify with ,NAN
P90,Female,35-44,High School,Manual Worker,0,3-4 times per week,Variety,"A168 Try a vegetarian alternative for family meal-times, replacing meat with a vegetarian option. For example; shepherd's pie or spaghetti bolognese can easily be made with vegetarian mince, making a tasty meat free alternative.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A112 You can add variety (probably even more variety) with vegetarian options: trying out different recipes, trying out different meat substitutes (e.g. Quorn) or by just replacing meat with something else.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A113 Trying out vegetarian dishes will force you to look up more recipes, experiment with different foods and may result in even more variety and diversity than you had with meat.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.","i am concerned abou health impacts,and also i would be interested in trying meat free days etc",NAN
P91,Female,35-44,High School,Professional,2,1-2 times per week,Variety,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A159 Your reduction of meat will leave you feeling better physically and mentally. There is less risk of health complications, including food poisoning and an increased benefit of adding plant based foods to your diet to make it healthier and more varied.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.","The main counterarguments that appeal to me are health based as I am concerned about the detrimental effect to my physical and mental health, as well as those focused on the environment as I realise that meat consumption uses a lot of the earth's resources. ",NAN
P92,Female,25-34,University Degree,Professional,0,3-4 times per week,Variety,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.",They make sense and I can give up meat in the future.,NAN
P93,Female,25-34,University Degree,Non working,2,5-6 times per week,Variety,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A159 Your reduction of meat will leave you feeling better physically and mentally. There is less risk of health complications, including food poisoning and an increased benefit of adding plant based foods to your diet to make it healthier and more varied.",I do sometimes feel guilty when I hear about animals that are not treated well. The health benefits do sound interesting but I'd like to know what is classed as 'excessive' meat consumption.,NAN
P94,Female,35-44,High School,Non working,3+,5-6 times per week,Variety,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A171  Meat is unhealthy because please tick this box as this is a concentration test.",Makes you think about animals as living creatures ,NAN
P95,Male,25-34,University Degree,Professional,0,5-6 times per week,Variety,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A113 Trying out vegetarian dishes will force you to look up more recipes, experiment with different foods and may result in even more variety and diversity than you had with meat.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.","I believe meat consumption worldwide is generally excessive, and this has an impact on pollution, deforestation and climate change. Although, I have no desire to become vegetarian/vegan at the moment, I believe if we all consume meat less often this can positively change the environmental impact of farming ",NAN
P96,Female,45-54,Trade School,Manual Worker,2,1-2 times per week,Variety,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A112 You can add variety (probably even more variety) with vegetarian options: trying out different recipes, trying out different meat substitutes (e.g. Quorn) or by just replacing meat with something else.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A123 If people continue consuming meat in such high quantities as today, problems like deforestation, water shortages and greenhouse gas emissions will continue to grow.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A113 Trying out vegetarian dishes will force you to look up more recipes, experiment with different foods and may result in even more variety and diversity than you had with meat.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A103 You can add variety with other foods - not necessarily meat;A159 Your reduction of meat will leave you feeling better physically and mentally. There is less risk of health complications, including food poisoning and an increased benefit of adding plant based foods to your diet to make it healthier and more varied.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.",The more I am trying vegetarian dishes the more I realise I could cut meat right down in my diet helping both my health and the environment.,NAN
P97,Female,25-34,University Degree,Non working,1,1-2 times per week,Variety,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A168 Try a vegetarian alternative for family meal-times, replacing meat with a vegetarian option. For example; shepherd's pie or spaghetti bolognese can easily be made with vegetarian mince, making a tasty meat free alternative.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A148 Eating less meat will have a positive effect upon the environment, helping to slow down the rapid rates of deforestation.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A158 Eating less meat improves your general health, enables your digestive system to process foods more easily and gives you more energy, leaving you feeling less sluggish and tired.;A122 Meat consumption is not sustainable and will lead to environmental problems that will impact our future life on earth.;A159 Your reduction of meat will leave you feeling better physically and mentally. There is less risk of health complications, including food poisoning and an increased benefit of adding plant based foods to your diet to make it healthier and more varied.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.","I know meat is not great for me, my father in law got cancer, and totally went all vegan because he knew it was better for him in the long run. I want to be a healthy person, and for my kids to be healthy, so I am totally cool with having less meat, potentially giving it up all together. ",NAN
P98,Male,18-25,High School,Student,0,Several times per day,Variety,"A121 Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.;A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A168 Try a vegetarian alternative for family meal-times, replacing meat with a vegetarian option. For example; shepherd's pie or spaghetti bolognese can easily be made with vegetarian mince, making a tasty meat free alternative.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A112 You can add variety (probably even more variety) with vegetarian options: trying out different recipes, trying out different meat substitutes (e.g. Quorn) or by just replacing meat with something else.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A113 Trying out vegetarian dishes will force you to look up more recipes, experiment with different foods and may result in even more variety and diversity than you had with meat.;A103 You can add variety with other foods - not necessarily meat;A165 Try cuisines that already cater well to vegetarians - Indian food for example.;A133 Eating processed meat several times a week (or even day) can lead to serious health issues due to the high consumption of saturated fat, hormones and medicine (antibiotics) in the meat.",Health reasons.,NAN
P99,Female,35-44,High School,Professional,3+,5-6 times per week,Variety,"A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A137 Excessive consumption of meat can lead to many health problems, including heart disease, cancer and high blood pressure.;A134 Eating too much meat is linked to health complications such as an increased likelihood of a stroke or heart attack.;A171  Meat is unhealthy because please tick this box as this is a concentration test.","My sister in law has just been diagnosed with pancreatic cancer, red meat can be a cause of this and of course this is a worry",NAN
P100,Female,25-34,Trade School,Non working,3+,3-4 times per week,Variety,"A142 Switching to a more plant based diet will lead to a more sustainable life on earth and have a positive impact on our future.;A152 You will reduce your risk for cancer, heart disease and diabetes if you cut down your meat consumption.;A168 Try a vegetarian alternative for family meal-times, replacing meat with a vegetarian option. For example; shepherd's pie or spaghetti bolognese can easily be made with vegetarian mince, making a tasty meat free alternative.;A145 The less animals bred purely to be slaughtered, the less resources used to transport them. Smaller, more natural levels of animals would create less impact on the environment too.;A112 You can add variety (probably even more variety) with vegetarian options: trying out different recipes, trying out different meat substitutes (e.g. Quorn) or by just replacing meat with something else.;A171  Meat is unhealthy because please tick this box as this is a concentration test.;A163 You could start with one or two meat free days a week where you try out a different recipe or use a meat substitute. Once you get used to it and find the recipes/substitutes you like, you can increase the number of days.;A103 You can add variety with other foods - not necessarily meat;A159 Your reduction of meat will leave you feeling better physically and mentally. There is less risk of health complications, including food poisoning and an increased benefit of adding plant based foods to your diet to make it healthier and more varied.;A165 Try cuisines that already cater well to vegetarians - Indian food for example.",im interested in what views people have on them or im interested in  experimenting ,NAN
